,index,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day,month,day_of_week,season,aqi_change_rate,temp_change_rate,humidity_change_rate
1970-01-01 00:00:00.000000134,2023-02-01 03:00:00,5,1735.69,0.09,46.61,77.96,26.7,116.72,168.67,24.57,15.1,54.0,19.5,0,1,1,3,1,0.0,0.5,0.0
1970-01-01 00:00:00.000000135,2023-02-01 04:00:00,5,2216.34,4.08,64.43,67.23,32.42,141.3,206.05,28.37,17.1,49.0,18.1,0,1,1,3,1,0.0,2.0000000000000018,-5.0
1970-01-01 00:00:00.000000136,2023-02-01 05:00:00,5,2189.64,8.83,58.95,83.68,38.15,151.32,226.09,26.6,19.5,44.0,21.7,0,1,1,3,1,0.0,2.3999999999999986,-5.0
1970-01-01 00:00:00.000000137,2023-02-01 06:00:00,5,1815.8,7.26,45.93,115.87,47.68,149.28,230.56,21.79,21.5,38.0,24.6,0,1,1,3,1,0.0,2.0,-6.0
1970-01-01 00:00:00.000000138,2023-02-01 07:00:00,5,1228.33,4.3,29.47,145.91,57.22,117.47,186.41,12.03,22.9,33.0,26.2,0,1,1,3,1,0.0,1.3999999999999986,-5.0
1970-01-01 00:00:00.000000139,2023-02-01 08:00:00,5,1174.93,3.97,28.45,160.22,57.22,107.79,166.83,11.02,24.0,28.0,24.1,0,1,1,3,1,0.0,1.1000000000000014,-5.0
1970-01-01 00:00:00.000000140,2023-02-01 09:00:00,5,1214.98,3.86,30.16,170.23,53.88,105.37,159.99,11.4,25.0,24.0,20.9,0,1,1,3,1,0.0,1.0,-4.0
1970-01-01 00:00:00.000000141,2023-02-01 10:00:00,5,2082.82,7.38,58.95,157.36,52.45,138.91,199.25,21.53,25.5,21.0,20.0,0,1,1,3,1,0.0,0.5,-3.0
1970-01-01 00:00:00.000000142,2023-02-01 11:00:00,5,2964.02,9.83,86.37,134.47,52.93,166.51,232.92,31.41,25.5,20.0,18.2,0,1,1,3,1,0.0,0.0,-1.0
1970-01-01 00:00:00.000000143,2023-02-01 12:00:00,5,3524.78,9.83,111.04,97.27,55.79,171.79,240.76,36.48,24.5,22.0,15.2,0,1,1,3,1,0.0,-1.0,2.0
1970-01-01 00:00:00.000000144,2023-02-01 13:00:00,5,4272.46,6.48,149.43,37.19,58.65,179.09,249.45,42.05,23.5,25.0,13.3,0,1,1,3,1,0.0,-1.0,3.0
1970-01-01 00:00:00.000000145,2023-02-01 14:00:00,5,5287.17,18.78,169.99,0.98,56.74,213.36,290.69,53.7,21.9,30.0,14.0,0,1,1,3,1,0.0,-1.6000000000000014,5.0
1970-01-01 00:00:00.000000146,2023-02-01 15:00:00,5,5874.63,34.87,157.65,0.0,54.36,267.76,353.01,69.92,20.8,35.0,15.8,0,1,1,3,1,0.0,-1.0999999999999979,5.0
1970-01-01 00:00:00.000000147,2023-02-01 16:00:00,5,5607.6,29.5,137.09,0.02,50.07,297.41,385.46,77.01,19.8,39.0,15.4,0,1,1,3,1,0.0,-1.0,4.0
1970-01-01 00:00:00.000000148,2023-02-01 17:00:00,5,5020.14,18.1,115.16,0.2,42.92,294.72,381.36,74.98,18.6,43.0,13.8,0,1,1,3,1,0.0,-1.1999999999999993,4.0
1970-01-01 00:00:00.000000149,2023-02-01 18:00:00,5,4432.68,7.49,102.82,2.12,36.24,277.48,359.94,68.9,17.6,47.0,14.1,0,1,1,3,1,0.0,-1.0,4.0
1970-01-01 00:00:00.000000150,2023-02-01 19:00:00,5,3631.59,0.84,87.05,16.45,29.33,231.43,303.64,54.21,16.8,50.0,14.8,0,1,1,3,1,0.0,-0.8000000000000007,3.0
1970-01-01 00:00:00.000000151,2023-02-01 20:00:00,5,2429.96,0.0,56.21,53.64,21.46,167.82,225.83,33.44,16.3,52.0,15.8,0,1,1,3,1,0.0,-0.5,2.0
1970-01-01 00:00:00.000000152,2023-02-01 21:00:00,5,1668.93,0.0,32.56,84.4,17.4,138.31,188.87,24.07,15.9,52.0,16.7,0,1,1,3,1,0.0,-0.40000000000000036,0.0
1970-01-01 00:00:00.000000153,2023-02-01 22:00:00,5,1428.6,0.0,22.96,97.27,16.69,135.53,184.0,22.29,15.4,53.0,15.9,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000000154,2023-02-01 23:00:00,5,1468.66,0.0,22.62,95.84,17.4,141.61,190.54,23.81,14.8,55.0,14.7,0,1,1,3,1,0.0,-0.5999999999999996,2.0
1970-01-01 00:00:00.000000155,2023-02-02 00:00:00,5,1562.12,0.0,25.02,90.12,18.6,148.09,198.18,25.59,14.1,59.0,14.4,0,1,1,3,1,0.0,-0.7000000000000011,4.0
1970-01-01 00:00:00.000000156,2023-02-02 01:00:00,5,1735.69,0.0,31.53,81.54,20.03,156.12,208.07,28.37,13.2,61.0,14.3,0,1,1,3,1,0.0,-0.9000000000000004,2.0
1970-01-01 00:00:00.000000157,2023-02-02 02:00:00,5,2403.26,0.0,55.52,59.37,23.84,185.45,242.98,38.0,13.0,62.0,14.0,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000000158,2023-02-02 03:00:00,5,4379.27,8.27,119.27,10.73,33.86,273.75,346.89,63.33,13.9,58.0,13.1,0,1,1,3,1,0.0,0.9000000000000004,-4.0
1970-01-01 00:00:00.000000159,2023-02-02 04:00:00,5,6462.1,67.95,135.72,8.23,42.92,345.02,439.57,83.09,16.5,47.0,9.8,0,1,1,3,1,0.0,2.5999999999999996,-11.0
1970-01-01 00:00:00.000000160,2023-02-02 05:00:00,5,7049.56,92.98,143.95,19.67,48.16,362.89,476.06,87.14,19.5,37.0,8.5,0,1,1,3,1,0.0,3.0,-10.0
1970-01-01 00:00:00.000000161,2023-02-02 06:00:00,5,6462.1,63.48,154.91,47.92,51.5,360.92,487.12,83.09,22.2,31.0,8.4,0,1,1,3,1,0.0,2.6999999999999993,-6.0
1970-01-01 00:00:00.000000162,2023-02-02 07:00:00,5,7690.43,54.99,202.89,79.39,60.08,462.78,618.79,92.21,23.6,27.0,8.0,0,1,1,3,1,0.0,1.4000000000000021,-4.0
1970-01-01 00:00:00.000000163,2023-02-02 08:00:00,5,10147.09,50.96,290.63,131.61,70.57,660.95,848.62,101.33,24.1,28.0,8.8,0,1,1,3,1,0.0,0.5,1.0
1970-01-01 00:00:00.000000164,2023-02-02 09:00:00,5,11535.64,40.23,367.4,200.27,74.39,840.47,1046.31,93.22,24.1,32.0,10.8,0,1,1,3,1,0.0,0.0,4.0
1970-01-01 00:00:00.000000165,2023-02-02 10:00:00,5,11856.08,31.74,427.72,254.63,64.85,1045.03,1254.16,74.98,24.2,36.0,14.7,0,1,1,3,1,0.0,0.09999999999999787,4.0
1970-01-01 00:00:00.000000166,2023-02-02 11:00:00,5,10253.91,16.76,383.85,314.71,48.16,1124.75,1301.32,51.17,23.9,35.0,17.8,0,1,1,3,1,0.0,-0.3000000000000007,-1.0
1970-01-01 00:00:00.000000167,2023-02-02 12:00:00,5,7263.18,4.47,244.02,366.21,33.38,916.65,1045.34,35.46,23.0,38.0,17.3,0,1,1,3,1,0.0,-0.8999999999999986,3.0
1970-01-01 00:00:00.000000168,2023-02-02 13:00:00,5,4806.52,0.51,150.8,291.82,29.56,533.6,624.18,28.12,22.4,41.0,15.2,0,1,1,3,1,0.0,-0.6000000000000014,3.0
1970-01-01 00:00:00.000000169,2023-02-02 14:00:00,5,3738.4,0.01,139.83,121.59,27.66,269.07,339.87,30.15,21.1,46.0,13.2,0,1,1,3,1,0.0,-1.2999999999999972,5.0
1970-01-01 00:00:00.000000170,2023-02-02 15:00:00,5,3044.13,0.01,116.53,46.49,22.89,176.07,236.2,34.96,20.1,49.0,14.1,0,1,1,3,1,0.0,-1.0,3.0
1970-01-01 00:00:00.000000171,2023-02-02 16:00:00,5,2616.88,0.08,89.11,32.19,21.7,153.72,206.14,38.5,19.2,53.0,14.2,0,1,1,3,1,0.0,-0.9000000000000021,4.0
1970-01-01 00:00:00.000000172,2023-02-02 17:00:00,5,3044.13,0.66,94.59,16.63,25.03,180.36,231.33,49.14,18.4,56.0,12.4,0,1,1,3,1,0.0,-0.8000000000000007,3.0
1970-01-01 00:00:00.000000173,2023-02-02 18:00:00,5,3631.59,4.69,102.82,4.69,28.61,215.39,266.54,59.28,17.4,61.0,12.3,0,1,1,3,1,0.0,-1.0,5.0
1970-01-01 00:00:00.000000174,2023-02-02 19:00:00,5,4112.24,21.23,102.82,0.2,29.56,234.94,285.82,62.32,16.2,62.0,11.2,0,1,1,3,1,0.0,-1.1999999999999993,1.0
1970-01-01 00:00:00.000000175,2023-02-02 20:00:00,5,4005.43,33.97,93.22,0.0,26.7,215.7,261.42,51.68,15.4,60.0,10.5,0,1,1,3,1,0.0,-0.7999999999999989,-2.0
1970-01-01 00:00:00.000000176,2023-02-02 21:00:00,5,3524.78,30.4,80.88,0.0,25.03,197.55,243.72,45.6,14.6,58.0,9.7,0,1,1,3,1,0.0,-0.8000000000000007,-2.0
1970-01-01 00:00:00.000000177,2023-02-02 22:00:00,5,3017.43,19.67,68.55,0.05,24.56,188.07,240.97,45.09,14.0,57.0,9.7,0,1,1,3,1,0.0,-0.5999999999999996,-1.0
1970-01-01 00:00:00.000000178,2023-02-02 23:00:00,5,2883.91,11.51,66.49,0.37,25.27,195.15,259.92,48.64,13.3,58.0,10.1,0,1,1,3,1,0.0,-0.6999999999999993,1.0
1970-01-01 00:00:00.000000179,2023-02-03 00:00:00,5,2964.02,6.09,69.23,1.43,25.99,209.78,286.65,52.18,13.2,60.0,10.2,0,1,1,3,1,0.0,-0.10000000000000142,2.0
1970-01-01 00:00:00.000000180,2023-02-03 01:00:00,5,3471.37,9.95,75.4,0.72,26.94,242.86,329.97,56.74,11.8,65.0,9.6,0,1,1,3,1,0.0,-1.3999999999999986,5.0
1970-01-01 00:00:00.000000181,2023-02-03 02:00:00,5,5180.36,44.26,90.48,0.01,33.38,333.91,433.12,74.98,11.4,66.0,8.7,0,1,1,3,1,0.0,-0.40000000000000036,1.0
1970-01-01 00:00:00.000000182,2023-02-03 03:00:00,5,10040.28,169.87,120.64,0.09,53.88,574.1,705.91,126.66,13.3,58.0,7.7,0,1,1,3,1,0.0,1.9000000000000004,-8.0
1970-01-01 00:00:00.000000183,2023-02-03 04:00:00,5,17517.09,386.24,163.14,1.81,80.11,883.85,1067.34,184.42,16.6,45.0,5.4,0,1,1,3,1,0.0,3.3000000000000007,-13.0
1970-01-01 00:00:00.000000184,2023-02-03 05:00:00,5,23712.16,529.29,263.21,6.35,102.04,1142.67,1364.34,220.89,19.9,35.0,4.3,0,1,1,3,1,0.0,3.299999999999997,-10.0
1970-01-01 00:00:00.000000185,2023-02-03 06:00:00,5,25848.39,411.27,499.01,25.03,118.26,1352.68,1576.68,222.92,22.2,29.0,1.6,0,1,1,3,1,0.0,2.3000000000000007,-6.0
1970-01-01 00:00:00.000000186,2023-02-03 07:00:00,5,21789.55,135.9,658.04,117.3,117.3,1391.45,1576.8,166.18,23.6,27.0,4.8,0,1,1,3,1,0.0,1.4000000000000021,-2.0
1970-01-01 00:00:00.000000187,2023-02-03 08:00:00,5,19012.45,47.39,630.62,314.71,109.67,1528.42,1689.09,115.51,24.5,26.0,8.7,0,1,1,3,1,0.0,0.8999999999999986,-1.0
1970-01-01 00:00:00.000000188,2023-02-03 09:00:00,5,12924.19,20.56,416.76,446.32,89.65,1249.55,1374.38,62.82,25.1,25.0,12.3,0,1,1,3,1,0.0,0.6000000000000014,-1.0
1970-01-01 00:00:00.000000189,2023-02-03 10:00:00,5,6408.69,11.4,208.38,360.49,55.79,633.66,722.69,33.94,25.2,31.0,15.5,0,1,1,3,1,0.0,0.09999999999999787,6.0
1970-01-01 00:00:00.000000190,2023-02-03 11:00:00,5,3524.78,11.4,127.49,185.97,27.89,271.31,338.56,26.35,24.8,37.0,17.5,0,1,1,3,1,0.0,-0.3999999999999986,6.0
1970-01-01 00:00:00.000000191,2023-02-03 12:00:00,5,2616.88,14.19,102.82,75.82,16.45,143.81,196.14,23.31,23.7,40.0,16.8,0,1,1,3,1,0.0,-1.1000000000000014,3.0
1970-01-01 00:00:00.000000192,2023-02-03 13:00:00,5,1895.9,5.03,84.31,38.27,12.04,89.7,129.18,16.47,22.5,48.0,15.8,0,1,1,3,1,0.0,-1.1999999999999993,8.0
1970-01-01 00:00:00.000000193,2023-02-03 14:00:00,5,1922.61,1.55,90.48,12.34,12.28,88.63,124.98,16.97,21.1,61.0,12.3,0,1,1,3,1,0.0,-1.3999999999999986,13.0
1970-01-01 00:00:00.000000194,2023-02-03 15:00:00,5,1762.39,0.27,74.71,26.82,12.52,96.6,132.59,17.73,20.3,70.0,11.0,0,1,1,3,1,0.0,-0.8000000000000007,9.0
1970-01-01 00:00:00.000000195,2023-02-03 16:00:00,5,1735.69,0.0,63.75,46.49,13.35,106.7,144.01,19.76,19.4,77.0,9.6,0,1,1,3,1,0.0,-0.9000000000000021,7.0
1970-01-01 00:00:00.000000196,2023-02-03 17:00:00,5,1869.2,0.0,62.38,48.64,14.07,117.8,157.16,22.29,18.4,83.0,8.1,0,1,1,3,1,0.0,-1.0,6.0
1970-01-01 00:00:00.000000197,2023-02-03 18:00:00,5,1895.9,0.0,60.32,48.64,13.95,119.36,159.35,22.29,18.0,85.0,10.2,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000000198,2023-02-03 19:00:00,5,1869.2,0.0,60.32,43.99,12.76,111.45,150.39,19.0,17.4,88.0,9.9,0,1,1,3,1,0.0,-0.6000000000000014,3.0
1970-01-01 00:00:00.000000199,2023-02-03 20:00:00,5,1682.28,0.0,56.89,42.56,10.85,97.21,133.22,13.81,16.7,91.0,9.0,0,1,1,3,1,0.0,-0.6999999999999993,3.0
1970-01-01 00:00:00.000000200,2023-02-03 21:00:00,5,1401.9,0.0,41.81,52.21,9.3,88.48,122.62,11.27,16.0,93.0,8.0,0,1,1,3,1,0.0,-0.6999999999999993,2.0
1970-01-01 00:00:00.000000201,2023-02-03 22:00:00,5,1228.33,0.0,30.5,58.65,8.82,86.98,121.09,11.4,15.8,94.0,8.9,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000000202,2023-02-03 23:00:00,5,1255.04,0.0,28.79,54.36,9.3,92.66,128.46,12.41,15.3,94.0,8.3,0,1,1,3,1,0.0,-0.5,0.0
1970-01-01 00:00:00.000000203,2023-02-04 00:00:00,5,1455.31,0.0,33.59,45.78,10.97,106.13,144.38,13.93,15.1,95.0,5.8,0,1,1,3,1,0.0,-0.20000000000000107,1.0
1970-01-01 00:00:00.000000204,2023-02-04 01:00:00,5,1895.9,0.01,47.98,32.54,14.07,133.47,174.66,16.72,15.0,93.0,5.6,0,1,1,3,1,0.0,-0.09999999999999964,-2.0
1970-01-01 00:00:00.000000205,2023-02-04 02:00:00,5,2803.8,1.84,80.88,11.44,19.31,184.2,231.28,24.07,14.4,92.0,5.9,0,1,1,3,1,0.0,-0.5999999999999996,-1.0
1970-01-01 00:00:00.000000206,2023-02-04 03:00:00,5,5180.36,46.04,112.41,0.36,30.28,300.25,363.7,43.06,15.5,84.0,5.2,0,1,1,3,1,0.0,1.0999999999999996,-8.0
1970-01-01 00:00:00.000000207,2023-02-04 04:00:00,5,8758.54,143.05,137.09,4.16,44.82,453.3,541.32,66.88,17.8,71.0,4.9,0,1,1,3,1,0.0,2.3000000000000007,-13.0
1970-01-01 00:00:00.000000208,2023-02-04 05:00:00,5,11962.89,207.42,191.93,11.62,62.94,607.75,722.42,99.3,20.2,72.0,4.2,0,1,1,3,1,0.0,2.3999999999999986,1.0
1970-01-01 00:00:00.000000209,2023-02-04 06:00:00,5,13885.5,160.93,323.53,39.7,82.02,800.13,934.66,128.69,21.9,68.0,0.7,0,1,1,3,1,0.0,1.6999999999999993,-4.0
1970-01-01 00:00:00.000000210,2023-02-04 07:00:00,5,14739.99,75.1,466.11,134.47,96.32,1036.55,1179.62,141.86,22.9,66.0,6.5,0,1,1,3,1,0.0,1.0,-2.0
1970-01-01 00:00:00.000000211,2023-02-04 08:00:00,5,13565.06,34.87,466.11,271.8,87.74,1157.88,1299.06,118.55,23.1,70.0,12.1,0,1,1,3,1,0.0,0.20000000000000284,4.0
1970-01-01 00:00:00.000000212,2023-02-04 09:00:00,5,9399.41,18.33,334.5,317.57,57.7,953.6,1078.0,69.92,23.2,68.0,15.4,0,1,1,3,1,0.0,0.09999999999999787,-2.0
1970-01-01 00:00:00.000000213,2023-02-04 10:00:00,5,4913.33,11.62,172.73,246.05,27.66,517.72,610.4,32.93,23.3,64.0,15.2,0,1,1,3,1,0.0,0.10000000000000142,-4.0
1970-01-01 00:00:00.000000214,2023-02-04 11:00:00,5,2670.29,10.06,94.59,145.91,15.02,225.81,300.78,21.03,23.3,63.0,15.0,0,1,1,3,1,0.0,0.0,-1.0
1970-01-01 00:00:00.000000215,2023-02-04 12:00:00,5,1922.61,11.18,71.97,69.38,10.73,113.43,184.71,16.97,23.0,66.0,16.2,0,1,1,3,1,0.0,-0.3000000000000007,3.0
1970-01-01 00:00:00.000000216,2023-02-04 13:00:00,5,1695.63,9.05,71.97,22.89,8.82,79.9,149.02,13.68,22.1,76.0,14.8,0,1,1,3,1,0.0,-0.8999999999999986,10.0
1970-01-01 00:00:00.000000217,2023-02-04 14:00:00,5,1668.93,11.51,68.55,1.1,8.23,77.46,144.91,12.67,21.2,85.0,12.6,0,1,1,3,1,0.0,-0.9000000000000021,9.0
1970-01-01 00:00:00.000000218,2023-02-04 15:00:00,5,1415.25,4.14,59.63,6.71,7.51,79.23,144.66,12.03,20.8,91.0,11.6,0,1,1,3,1,0.0,-0.3999999999999986,6.0
1970-01-01 00:00:00.000000219,2023-02-04 16:00:00,5,1134.87,0.04,44.55,33.26,6.91,78.28,140.3,11.02,20.2,95.0,11.2,0,1,1,3,1,0.0,-0.6000000000000014,4.0
1970-01-01 00:00:00.000000220,2023-02-04 17:00:00,5,1094.82,0.0,38.39,43.63,7.15,80.36,140.8,11.53,19.8,97.0,9.8,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000000221,2023-02-04 18:00:00,5,1108.17,0.0,36.67,47.21,7.45,82.42,138.9,12.16,19.2,98.0,9.3,0,1,1,3,1,0.0,-0.6000000000000014,1.0
1970-01-01 00:00:00.000000222,2023-02-04 19:00:00,5,1081.47,0.0,35.3,48.64,6.97,78.54,129.33,10.77,18.9,98.0,9.4,0,1,1,3,1,0.0,-0.3000000000000007,0.0
1970-01-01 00:00:00.000000223,2023-02-04 20:00:00,4,907.9,0.0,30.85,52.93,5.72,68.71,113.99,7.35,18.4,100.0,9.2,0,1,1,3,1,-1.0,-0.5,2.0
1970-01-01 00:00:00.000000224,2023-02-04 21:00:00,4,781.06,0.0,23.99,58.65,5.42,64.07,105.69,6.33,18.1,100.0,9.7,0,1,1,3,1,0.0,-0.29999999999999716,0.0
1970-01-01 00:00:00.000000225,2023-02-04 22:00:00,4,687.6,0.0,17.31,62.94,5.3,59.62,97.8,6.33,18.0,99.0,10.0,0,1,1,3,1,0.0,-0.10000000000000142,-1.0
1970-01-01 00:00:00.000000226,2023-02-04 23:00:00,4,640.87,0.0,13.88,64.37,5.48,56.39,93.97,6.52,18.4,99.0,10.3,0,1,1,3,1,0.0,0.3999999999999986,0.0
1970-01-01 00:00:00.000000227,2023-02-05 00:00:00,4,634.19,0.0,13.19,63.66,6.02,55.11,94.14,6.9,18.9,98.0,10.5,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000000228,2023-02-05 01:00:00,4,667.57,0.0,15.08,62.23,7.09,55.14,96.47,7.47,19.5,95.0,11.6,0,1,1,3,1,0.0,0.6000000000000014,-3.0
1970-01-01 00:00:00.000000229,2023-02-05 02:00:00,4,720.98,0.0,18.85,59.37,7.63,54.15,95.91,8.11,19.7,93.0,10.6,0,1,1,3,1,0.0,0.1999999999999993,-2.0
1970-01-01 00:00:00.000000230,2023-02-05 03:00:00,4,907.9,0.11,29.82,51.5,8.82,56.03,97.27,10.01,20.0,90.0,10.2,0,1,1,3,1,0.0,0.3000000000000007,-3.0
1970-01-01 00:00:00.000000231,2023-02-05 04:00:00,4,907.9,3.05,30.85,55.79,9.42,50.08,89.95,8.99,21.2,83.0,11.6,0,1,1,3,1,0.0,1.1999999999999993,-7.0
1970-01-01 00:00:00.000000232,2023-02-05 05:00:00,4,974.66,6.65,30.5,62.94,9.3,50.52,91.76,9.63,22.7,72.0,14.8,0,1,1,3,1,0.0,1.5,-11.0
1970-01-01 00:00:00.000000233,2023-02-05 06:00:00,3,867.84,6.03,24.68,77.96,8.23,49.56,92.25,9.25,23.9,66.0,17.6,0,1,1,3,1,-1.0,1.1999999999999993,-6.0
1970-01-01 00:00:00.000000234,2023-02-05 07:00:00,3,674.25,4.19,17.31,87.98,6.26,44.09,87.54,7.03,24.5,64.0,21.6,0,1,1,3,1,0.0,0.6000000000000014,-2.0
1970-01-01 00:00:00.000000235,2023-02-05 08:00:00,3,554.08,3.16,12.85,89.41,5.25,39.47,84.49,5.13,24.8,63.0,24.8,0,1,1,3,1,0.0,0.3000000000000007,-1.0
1970-01-01 00:00:00.000000236,2023-02-05 09:00:00,3,500.68,2.71,10.88,87.26,4.65,36.5,85.77,3.99,24.9,63.0,25.6,0,1,1,3,1,0.0,0.09999999999999787,0.0
1970-01-01 00:00:00.000000237,2023-02-05 10:00:00,3,447.27,2.29,9.42,82.97,3.87,33.94,89.09,3.1,24.6,62.0,25.2,0,1,1,3,1,0.0,-0.29999999999999716,-1.0
1970-01-01 00:00:00.000000238,2023-02-05 11:00:00,3,447.27,2.32,10.28,75.82,3.64,32.83,91.79,3.01,24.0,66.0,23.4,0,1,1,3,1,0.0,-0.6000000000000014,4.0
1970-01-01 00:00:00.000000239,2023-02-05 12:00:00,3,453.95,2.04,12.51,67.95,3.43,31.57,90.15,2.98,23.2,70.0,22.1,0,1,1,3,1,0.0,-0.8000000000000007,4.0
1970-01-01 00:00:00.000000240,2023-02-05 13:00:00,3,507.35,0.95,18.85,57.22,3.49,31.4,89.92,3.17,22.7,76.0,21.8,0,1,1,3,1,0.0,-0.5,6.0
1970-01-01 00:00:00.000000241,2023-02-05 14:00:00,3,507.35,0.01,20.56,54.36,3.37,31.65,93.26,3.23,21.8,83.0,16.7,0,1,1,3,1,0.0,-0.8999999999999986,7.0
1970-01-01 00:00:00.000000242,2023-02-05 15:00:00,3,473.98,0.0,16.45,60.8,3.22,32.73,97.07,3.48,21.6,86.0,16.9,0,1,1,3,1,0.0,-0.1999999999999993,3.0
1970-01-01 00:00:00.000000243,2023-02-05 16:00:00,3,460.62,0.0,13.71,65.8,3.31,33.88,96.47,3.86,21.4,86.0,18.5,0,1,1,3,1,0.0,-0.20000000000000284,0.0
1970-01-01 00:00:00.000000244,2023-02-05 17:00:00,3,433.92,0.0,11.14,70.1,3.19,33.77,90.42,3.64,21.1,88.0,18.4,0,1,1,3,1,0.0,-0.29999999999999716,2.0
1970-01-01 00:00:00.000000245,2023-02-05 18:00:00,3,420.57,0.0,9.85,73.67,3.07,33.41,83.02,3.51,21.0,89.0,17.4,0,1,1,3,1,0.0,-0.10000000000000142,1.0
1970-01-01 00:00:00.000000246,2023-02-05 19:00:00,3,407.22,0.0,9.6,75.1,2.77,32.32,76.11,3.01,20.8,89.0,16.2,0,1,1,3,1,0.0,-0.1999999999999993,0.0
1970-01-01 00:00:00.000000247,2023-02-05 20:00:00,3,367.16,0.0,8.65,78.68,2.44,30.33,69.63,1.98,20.5,89.0,15.3,0,1,1,3,1,0.0,-0.3000000000000007,0.0
1970-01-01 00:00:00.000000248,2023-02-05 21:00:00,3,380.52,0.0,8.4,82.97,3.22,31.86,69.18,2.44,20.2,91.0,14.9,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000000249,2023-02-05 22:00:00,3,387.19,0.0,7.28,90.84,3.73,34.15,71.17,2.75,20.0,91.0,15.1,0,1,1,3,1,0.0,-0.1999999999999993,0.0
1970-01-01 00:00:00.000000250,2023-02-05 23:00:00,3,380.52,0.0,6.43,98.71,3.93,35.38,72.98,2.75,20.0,93.0,15.7,0,1,1,3,1,0.0,0.0,2.0
1970-01-01 00:00:00.000000251,2023-02-06 00:00:00,3,383.85,0.0,6.34,104.43,4.17,36.28,74.41,2.79,20.0,94.0,17.2,0,1,1,3,1,0.0,0.0,1.0
1970-01-01 00:00:00.000000252,2023-02-06 01:00:00,3,447.27,0.0,8.65,104.43,5.13,39.2,77.98,3.61,20.0,94.0,16.2,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000000253,2023-02-06 02:00:00,3,680.92,0.0,17.99,94.41,7.21,48.67,90.38,6.71,18.6,95.0,11.7,0,1,1,3,1,0.0,-1.3999999999999986,1.0
1970-01-01 00:00:00.000000254,2023-02-06 03:00:00,5,1415.25,0.32,50.72,60.08,11.92,78.76,128.21,15.2,18.9,95.0,9.1,0,1,1,3,1,2.0,0.29999999999999716,0.0
1970-01-01 00:00:00.000000255,2023-02-06 04:00:00,5,2643.59,18.78,82.94,26.11,18.36,122.74,180.46,25.59,20.4,89.0,9.3,0,1,1,3,1,0.0,1.5,-6.0
1970-01-01 00:00:00.000000256,2023-02-06 05:00:00,5,3311.16,40.68,81.57,27.18,22.89,153.56,217.05,33.44,22.5,75.0,12.4,0,1,1,3,1,0.0,2.1000000000000014,-14.0
1970-01-01 00:00:00.000000257,2023-02-06 06:00:00,5,3231.05,32.63,81.57,48.64,25.51,168.55,234.81,38.0,25.1,59.0,11.9,0,1,1,3,1,0.0,2.6000000000000014,-16.0
1970-01-01 00:00:00.000000258,2023-02-06 07:00:00,5,3524.78,28.39,95.96,73.67,30.99,201.04,279.48,42.56,27.8,39.0,10.3,0,1,1,3,1,0.0,2.6999999999999993,-20.0
1970-01-01 00:00:00.000000259,2023-02-06 08:00:00,5,3738.4,26.6,111.04,95.84,36.24,229.5,321.11,41.04,29.1,22.0,6.9,0,1,1,3,1,0.0,1.3000000000000007,-17.0
1970-01-01 00:00:00.000000260,2023-02-06 09:00:00,5,3685.0,25.48,119.27,104.43,38.62,231.27,328.3,36.48,29.5,19.0,9.4,0,1,1,3,1,0.0,0.3999999999999986,-3.0
1970-01-01 00:00:00.000000261,2023-02-06 10:00:00,5,2990.72,21.9,101.45,94.41,37.67,179.58,270.24,27.61,30.0,18.0,14.8,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000000262,2023-02-06 11:00:00,5,2403.26,19.0,84.31,75.82,34.81,131.86,216.62,21.03,29.4,20.0,22.6,0,1,1,3,1,0.0,-0.6000000000000014,2.0
1970-01-01 00:00:00.000000263,2023-02-06 12:00:00,5,2056.12,15.65,76.77,55.79,27.89,104.93,187.6,17.23,26.5,43.0,16.6,0,1,1,3,1,0.0,-2.8999999999999986,23.0
1970-01-01 00:00:00.000000264,2023-02-06 13:00:00,5,1682.28,6.59,74.71,36.12,21.22,80.92,157.05,13.05,24.3,58.0,15.4,0,1,1,3,1,0.0,-2.1999999999999993,15.0
1970-01-01 00:00:00.000000265,2023-02-06 14:00:00,5,1735.69,3.55,82.94,7.06,16.45,78.79,149.66,14.19,22.4,72.0,11.1,0,1,1,3,1,0.0,-1.9000000000000021,14.0
1970-01-01 00:00:00.000000266,2023-02-06 15:00:00,5,1642.23,3.16,71.29,5.99,12.99,79.74,148.28,15.45,21.7,78.0,7.5,0,1,1,3,1,0.0,-0.6999999999999993,6.0
